ts,visits
2025-01-02 21:11:00,115
2025-01-02 21:12:00,95
2025-01-02 21:13:00,68
2025-01-02 21:14:00,92
2025-01-02 21:15:00,97
2025-01-02 21:16:00,98
2025-01-02 21:17:00,99
2025-01-02 21:18:00,120
2025-01-02 21:19:00,66
2025-01-02 21:20:00,97
2025-01-02 21:21:00,125
2025-01-02 21:22:00,49
2025-01-02 21:23:00,96
2025-01-02 21:24:00,77
2025-01-02 21:25:00,82
2025-01-02 21:26:00,68
2025-01-02 21:27:00,86
2025-01-02 21:28:00,136
2025-01-02 21:29:00,57
2025-01-02 21:30:00,59
2025-01-02 21:31:00,56
2025-01-02 21:32:00,131
2025-01-02 21:33:00,76
2025-01-02 21:34:00,86
2025-01-02 21:35:00,76
2025-01-02 21:36:00,62
2025-01-02 21:37:00,80
2025-01-02 21:38:00,147
2025-01-02 21:39:00,120
2025-01-02 21:40:00,63
2025-01-02 21:41:00,100
2025-01-02 21:42:00,63
2025-01-02 21:43:00,39
2025-01-02 21:44:00,108
2025-01-02 21:45:00,111
2025-01-02 21:46:00,108
2025-01-02 21:47:00,70
2025-01-02 21:48:00,77
2025-01-02 21:49:00,99
2025-01-02 21:50:00,90
2025-01-02 21:51:00,70
2025-01-02 21:52:00,39
2025-01-02 21:53:00,82
2025-01-02 21:54:00,106
2025-01-02 21:55:00,48
2025-01-02 21:56:00,94
2025-01-02 21:57:00,86
2025-01-02 21:58:00,96
2025-01-02 21:59:00,99
2025-01-02 22:00:00,59
2025-01-02 22:01:00,36
2025-01-02 22:02:00,63
2025-01-02 22:03:00,98
2025-01-02 22:04:00,62
2025-01-02 22:05:00,57
2025-01-02 22:06:00,29
2025-01-02 22:07:00,118
2025-01-02 22:08:00,94
2025-01-02 22:09:00,93
2025-01-02 22:10:00,97
2025-01-02 22:11:00,87
2025-01-02 22:12:00,66
2025-01-02 22:13:00,68
2025-01-02 22:14:00,61
2025-01-02 22:15:00,137
2025-01-02 22:16:00,85
2025-01-02 22:17:00,59
2025-01-02 22:18:00,82
2025-01-02 22:19:00,45
2025-01-02 22:20:00,108
2025-01-02 22:21:00,53
2025-01-02 22:22:00,82
2025-01-02 22:23:00,96
2025-01-02 22:24:00,78
2025-01-02 22:25:00,71
2025-01-02 22:26:00,68
2025-01-02 22:27:00,66
2025-01-02 22:28:00,53
2025-01-02 22:29:00,56
2025-01-02 22:30:00,104
2025-01-02 22:31:00,64
2025-01-02 22:32:00,47
2025-01-02 22:33:00,53
2025-01-02 22:34:00,93
2025-01-02 22:35:00,83
2025-01-02 22:36:00,79
2025-01-02 22:37:00,59
2025-01-02 22:38:00,79
2025-01-02 22:39:00,49
2025-01-02 22:40:00,58
2025-01-02 22:41:00,88
2025-01-02 22:42:00,86
2025-01-02 22:43:00,39
2025-01-02 22:44:00,42
2025-01-02 22:45:00,66
2025-01-02 22:46:00,106
2025-01-02 22:47:00,15
2025-01-02 22:48:00,70
2025-01-02 22:49:00,28
2025-01-02 22:50:00,46
2025-01-02 22:51:00,53
2025-01-02 22:52:00,51
2025-01-02 22:53:00,48
2025-01-02 22:54:00,61
2025-01-02 22:55:00,48
2025-01-02 22:56:00,24
2025-01-02 22:57:00,80
2025-01-02 22:58:00,79
2025-01-02 22:59:00,81
2025-01-02 23:00:00,22
2025-01-02 23:01:00,67
2025-01-02 23:02:00,77
2025-01-02 23:03:00,34
2025-01-02 23:04:00,60
2025-01-02 23:05:00,56
2025-01-02 23:06:00,105
2025-01-02 23:07:00,107
2025-01-02 23:08:00,17
2025-01-02 23:09:00,121
2025-01-02 23:10:00,36
2025-01-02 23:11:00,83
2025-01-02 23:12:00,82
2025-01-02 23:13:00,33
2025-01-02 23:14:00,70
2025-01-02 23:15:00,55
2025-01-02 23:16:00,71
2025-01-02 23:17:00,63
2025-01-02 23:18:00,87
2025-01-02 23:19:00,59
2025-01-02 23:20:00,53
2025-01-02 23:21:00,84
2025-01-02 23:22:00,71
2025-01-02 23:23:00,75
2025-01-02 23:24:00,40
2025-01-02 23:25:00,30
2025-01-02 23:26:00,42
2025-01-02 23:27:00,41
2025-01-02 23:28:00,76
2025-01-02 23:29:00,80
2025-01-02 23:30:00,52
2025-01-02 23:31:00,92
2025-01-02 23:32:00,90
2025-01-02 23:33:00,62
2025-01-02 23:34:00,35
2025-01-02 23:35:00,95
2025-01-02 23:36:00,54
2025-01-02 23:37:00,58
2025-01-02 23:38:00,47
2025-01-02 23:39:00,33
2025-01-02 23:40:00,18
2025-01-02 23:41:00,71
2025-01-02 23:42:00,35
2025-01-02 23:43:00,131
2025-01-02 23:44:00,28
2025-01-02 23:45:00,23
2025-01-02 23:46:00,68
2025-01-02 23:47:00,93
2025-01-02 23:48:00,56
2025-01-02 23:49:00,69
2025-01-02 23:50:00,9
2025-01-02 23:51:00,38
2025-01-02 23:52:00,28
2025-01-02 23:53:00,7
2025-01-02 23:54:00,57
2025-01-02 23:55:00,0
2025-01-02 23:56:00,21
2025-01-02 23:57:00,41
2025-01-02 23:58:00,34
2025-01-02 23:59:00,64
2025-01-03 00:00:00,62
2025-01-03 00:01:00,77
2025-01-03 00:02:00,73
2025-01-03 00:03:00,83
2025-01-03 00:04:00,54
2025-01-03 00:05:00,62
2025-01-03 00:06:00,67
2025-01-03 00:07:00,58
2025-01-03 00:08:00,45
2025-01-03 00:09:00,46
2025-01-03 00:10:00,34
2025-01-03 00:11:00,65
2025-01-03 00:12:00,52
2025-01-03 00:13:00,38
2025-01-03 00:14:00,38
2025-01-03 00:15:00,25
2025-01-03 00:16:00,79
2025-01-03 00:17:00,57
2025-01-03 00:18:00,33
2025-01-03 00:19:00,75
2025-01-03 00:20:00,41
2025-01-03 00:21:00,20
2025-01-03 00:22:00,81
2025-01-03 00:23:00,42
2025-01-03 00:24:00,45
2025-01-03 00:25:00,57
2025-01-03 00:26:00,84
2025-01-03 00:27:00,56
2025-01-03 00:28:00,26
2025-01-03 00:29:00,69
2025-01-03 00:30:00,44
2025-01-03 00:31:00,103
2025-01-03 00:32:00,56
2025-01-03 00:33:00,0
2025-01-03 00:34:00,65
2025-01-03 00:35:00,105
2025-01-03 00:36:00,96
2025-01-03 00:37:00,102
2025-01-03 00:38:00,31
2025-01-03 00:39:00,80
2025-01-03 00:40:00,39
2025-01-03 00:41:00,63
2025-01-03 00:42:00,25
2025-01-03 00:43:00,41
2025-01-03 00:44:00,41
2025-01-03 00:45:00,80
2025-01-03 00:46:00,78
2025-01-03 00:47:00,65
2025-01-03 00:48:00,24
2025-01-03 00:49:00,50
2025-01-03 00:50:00,40
2025-01-03 00:51:00,80
2025-01-03 00:52:00,88
2025-01-03 00:53:00,85
2025-01-03 00:54:00,40
2025-01-03 00:55:00,0
2025-01-03 00:56:00,15
2025-01-03 00:57:00,95
2025-01-03 00:58:00,50
2025-01-03 00:59:00,41
2025-01-03 01:00:00,101
2025-01-03 01:01:00,92
2025-01-03 01:02:00,61
2025-01-03 01:03:00,53
2025-01-03 01:04:00,58
2025-01-03 01:05:00,67
2025-01-03 01:06:00,101
2025-01-03 01:07:00,72
2025-01-03 01:08:00,80
2025-01-03 01:09:00,91
2025-01-03 01:10:00,33
2025-01-03 01:11:00,81
2025-01-03 01:12:00,55
2025-01-03 01:13:00,0
2025-01-03 01:14:00,10
2025-01-03 01:15:00,38
2025-01-03 01:16:00,77
2025-01-03 01:17:00,67
2025-01-03 01:18:00,69
2025-01-03 01:19:00,113
2025-01-03 01:20:00,33
2025-01-03 01:21:00,64
2025-01-03 01:22:00,73
2025-01-03 01:23:00,47
2025-01-03 01:24:00,66
2025-01-03 01:25:00,26
2025-01-03 01:26:00,101
2025-01-03 01:27:00,49
2025-01-03 01:28:00,117
2025-01-03 01:29:00,66
2025-01-03 01:30:00,93
2025-01-03 01:31:00,66
2025-01-03 01:32:00,67
2025-01-03 01:33:00,53
2025-01-03 01:34:00,71
2025-01-03 01:35:00,76
2025-01-03 01:36:00,49
2025-01-03 01:37:00,66
2025-01-03 01:38:00,54
2025-01-03 01:39:00,127
2025-01-03 01:40:00,68
2025-01-03 01:41:00,109
2025-01-03 01:42:00,66
2025-01-03 01:43:00,77
2025-01-03 01:44:00,38
2025-01-03 01:45:00,60
2025-01-03 01:46:00,77
2025-01-03 01:47:00,112
2025-01-03 01:48:00,78
2025-01-03 01:49:00,107
2025-01-03 01:50:00,89
2025-01-03 01:51:00,114
2025-01-03 01:52:00,72
2025-01-03 01:53:00,134
2025-01-03 01:54:00,62
2025-01-03 01:55:00,56
2025-01-03 01:56:00,45
2025-01-03 01:57:00,134
2025-01-03 01:58:00,96
2025-01-03 01:59:00,68
2025-01-03 02:00:00,108
2025-01-03 02:01:00,94
2025-01-03 02:02:00,126
2025-01-03 02:03:00,39
2025-01-03 02:04:00,71
2025-01-03 02:05:00,67
2025-01-03 02:06:00,29
2025-01-03 02:07:00,106
2025-01-03 02:08:00,73
2025-01-03 02:09:00,98
2025-01-03 02:10:00,139
2025-01-03 02:11:00,72
2025-01-03 02:12:00,71
2025-01-03 02:13:00,84
2025-01-03 02:14:00,107
2025-01-03 02:15:00,68
2025-01-03 02:16:00,67
2025-01-03 02:17:00,110
2025-01-03 02:18:00,93
2025-01-03 02:19:00,33
2025-01-03 02:20:00,54
2025-01-03 02:21:00,122
2025-01-03 02:22:00,95
2025-01-03 02:23:00,67
2025-01-03 02:24:00,82
2025-01-03 02:25:00,87
2025-01-03 02:26:00,105
2025-01-03 02:27:00,53
2025-01-03 02:28:00,67
2025-01-03 02:29:00,95
2025-01-03 02:30:00,86
2025-01-03 02:31:00,103
2025-01-03 02:32:00,59
2025-01-03 02:33:00,99
2025-01-03 02:34:00,118
2025-01-03 02:35:00,103
2025-01-03 02:36:00,95
2025-01-03 02:37:00,89
2025-01-03 02:38:00,71
2025-01-03 02:39:00,91
2025-01-03 02:40:00,125
2025-01-03 02:41:00,91
2025-01-03 02:42:00,72
2025-01-03 02:43:00,82
2025-01-03 02:44:00,100
2025-01-03 02:45:00,86
2025-01-03 02:46:00,108
2025-01-03 02:47:00,109
2025-01-03 02:48:00,119
2025-01-03 02:49:00,133
2025-01-03 02:50:00,123
2025-01-03 02:51:00,75
2025-01-03 02:52:00,76
2025-01-03 02:53:00,97
2025-01-03 02:54:00,89
2025-01-03 02:55:00,72
2025-01-03 02:56:00,90
2025-01-03 02:57:00,89
2025-01-03 02:58:00,85
2025-01-03 02:59:00,94
2025-01-03 03:00:00,132
2025-01-03 03:01:00,108
2025-01-03 03:02:00,166
2025-01-03 03:03:00,109
2025-01-03 03:04:00,98
2025-01-03 03:05:00,106
2025-01-03 03:06:00,112
2025-01-03 03:07:00,117
2025-01-03 03:08:00,159
2025-01-03 03:09:00,86
2025-01-03 03:10:00,130
2025-01-03 03:11:00,114
2025-01-03 03:12:00,70
2025-01-03 03:13:00,129
2025-01-03 03:14:00,142
2025-01-03 03:15:00,89
2025-01-03 03:16:00,111
2025-01-03 03:17:00,69
2025-01-03 03:18:00,81
2025-01-03 03:19:00,139
2025-01-03 03:20:00,102
2025-01-03 03:21:00,86
2025-01-03 03:22:00,120
2025-01-03 03:23:00,102
2025-01-03 03:24:00,104
2025-01-03 03:25:00,135
2025-01-03 03:26:00,88
2025-01-03 03:27:00,95
2025-01-03 03:28:00,122
2025-01-03 03:29:00,143
2025-01-03 03:30:00,150
2025-01-03 03:31:00,103
2025-01-03 03:32:00,144
2025-01-03 03:33:00,101
2025-01-03 03:34:00,167
2025-01-03 03:35:00,94
2025-01-03 03:36:00,156
2025-01-03 03:37:00,107
2025-01-03 03:38:00,174
2025-01-03 03:39:00,139
2025-01-03 03:40:00,99
2025-01-03 03:41:00,112
2025-01-03 03:42:00,146
2025-01-03 03:43:00,153
2025-01-03 03:44:00,125
2025-01-03 03:45:00,129
2025-01-03 03:46:00,147
2025-01-03 03:47:00,132
2025-01-03 03:48:00,97
2025-01-03 03:49:00,110
2025-01-03 03:50:00,137
2025-01-03 03:51:00,162
2025-01-03 03:52:00,172
2025-01-03 03:53:00,152
2025-01-03 03:54:00,140
2025-01-03 03:55:00,153
2025-01-03 03:56:00,118
2025-01-03 03:57:00,131
2025-01-03 03:58:00,115
2025-01-03 03:59:00,105
2025-01-03 04:00:00,145
2025-01-03 04:01:00,142
2025-01-03 04:02:00,155
2025-01-03 04:03:00,153
2025-01-03 04:04:00,146
2025-01-03 04:05:00,154
2025-01-03 04:06:00,140
2025-01-03 04:07:00,152
2025-01-03 04:08:00,124
2025-01-03 04:09:00,152
2025-01-03 04:10:00,160
2025-01-03 04:11:00,127
2025-01-03 04:12:00,146
2025-01-03 04:13:00,130
2025-01-03 04:14:00,133
2025-01-03 04:15:00,118
2025-01-03 04:16:00,179
2025-01-03 04:17:00,174
2025-01-03 04:18:00,162
2025-01-03 04:19:00,198
2025-01-03 04:20:00,145
2025-01-03 04:21:00,226
2025-01-03 04:22:00,145
2025-01-03 04:23:00,158
2025-01-03 04:24:00,142
2025-01-03 04:25:00,162
2025-01-03 04:26:00,175
2025-01-03 04:27:00,152
2025-01-03 04:28:00,199
2025-01-03 04:29:00,162
2025-01-03 04:30:00,163
2025-01-03 04:31:00,134
2025-01-03 04:32:00,168
2025-01-03 04:33:00,155
2025-01-03 04:34:00,144
2025-01-03 04:35:00,140
2025-01-03 04:36:00,227
2025-01-03 04:37:00,154
2025-01-03 04:38:00,125
2025-01-03 04:39:00,145
2025-01-03 04:40:00,162
2025-01-03 04:41:00,177
2025-01-03 04:42:00,178
2025-01-03 04:43:00,182
2025-01-03 04:44:00,150
2025-01-03 04:45:00,175
2025-01-03 04:46:00,145
2025-01-03 04:47:00,152
2025-01-03 04:48:00,146
2025-01-03 04:49:00,139
2025-01-03 04:50:00,196
2025-01-03 04:51:00,188
2025-01-03 04:52:00,196
2025-01-03 04:53:00,173
2025-01-03 04:54:00,192
2025-01-03 04:55:00,129
2025-01-03 04:56:00,196
2025-01-03 04:57:00,179
2025-01-03 04:58:00,191
2025-01-03 04:59:00,186
2025-01-03 05:00:00,152
2025-01-03 05:01:00,140
2025-01-03 05:02:00,160
2025-01-03 05:03:00,193
2025-01-03 05:04:00,197
2025-01-03 05:05:00,146
2025-01-03 05:06:00,156
2025-01-03 05:07:00,164
2025-01-03 05:08:00,173
2025-01-03 05:09:00,149
2025-01-03 05:10:00,148
2025-01-03 05:11:00,164
2025-01-03 05:12:00,187
2025-01-03 05:13:00,156
2025-01-03 05:14:00,184
2025-01-03 05:15:00,214
2025-01-03 05:16:00,155
2025-01-03 05:17:00,184
2025-01-03 05:18:00,215
2025-01-03 05:19:00,180
2025-01-03 05:20:00,177
2025-01-03 05:21:00,221
2025-01-03 05:22:00,185
2025-01-03 05:23:00,221
2025-01-03 05:24:00,204
2025-01-03 05:25:00,186
2025-01-03 05:26:00,207
2025-01-03 05:27:00,204
2025-01-03 05:28:00,222
2025-01-03 05:29:00,184
2025-01-03 05:30:00,199
2025-01-03 05:31:00,197
2025-01-03 05:32:00,217
2025-01-03 05:33:00,174
2025-01-03 05:34:00,226
2025-01-03 05:35:00,213
2025-01-03 05:36:00,169
2025-01-03 05:37:00,233
2025-01-03 05:38:00,260
2025-01-03 05:39:00,229
2025-01-03 05:40:00,241
2025-01-03 05:41:00,208
2025-01-03 05:42:00,165
2025-01-03 05:43:00,161
2025-01-03 05:44:00,214
2025-01-03 05:45:00,194
2025-01-03 05:46:00,187
2025-01-03 05:47:00,209
2025-01-03 05:48:00,226
2025-01-03 05:49:00,175
2025-01-03 05:50:00,201
2025-01-03 05:51:00,251
2025-01-03 05:52:00,187
2025-01-03 05:53:00,236
2025-01-03 05:54:00,203
2025-01-03 05:55:00,230
2025-01-03 05:56:00,244
2025-01-03 05:57:00,236
2025-01-03 05:58:00,241
2025-01-03 05:59:00,190
2025-01-03 06:00:00,247
2025-01-03 06:01:00,199
2025-01-03 06:02:00,227
2025-01-03 06:03:00,228
2025-01-03 06:04:00,235
2025-01-03 06:05:00,232
2025-01-03 06:06:00,203
2025-01-03 06:07:00,191
2025-01-03 06:08:00,247
2025-01-03 06:09:00,231
2025-01-03 06:10:00,255
2025-01-03 06:11:00,226
2025-01-03 06:12:00,193
2025-01-03 06:13:00,253
2025-01-03 06:14:00,220
2025-01-03 06:15:00,239
2025-01-03 06:16:00,215
2025-01-03 06:17:00,273
2025-01-03 06:18:00,211
2025-01-03 06:19:00,225
2025-01-03 06:20:00,237
2025-01-03 06:21:00,207
2025-01-03 06:22:00,244
2025-01-03 06:23:00,276
2025-01-03 06:24:00,224
2025-01-03 06:25:00,247
2025-01-03 06:26:00,169
2025-01-03 06:27:00,238
2025-01-03 06:28:00,232
2025-01-03 06:29:00,220
2025-01-03 06:30:00,268
2025-01-03 06:31:00,234
2025-01-03 06:32:00,238
2025-01-03 06:33:00,234
2025-01-03 06:34:00,196
2025-01-03 06:35:00,216
2025-01-03 06:36:00,269
2025-01-03 06:37:00,193
2025-01-03 06:38:00,228
2025-01-03 06:39:00,237
2025-01-03 06:40:00,292
2025-01-03 06:41:00,268
2025-01-03 06:42:00,236
2025-01-03 06:43:00,283
2025-01-03 06:44:00,232
2025-01-03 06:45:00,277
2025-01-03 06:46:00,218
2025-01-03 06:47:00,280
2025-01-03 06:48:00,244
2025-01-03 06:49:00,229
2025-01-03 06:50:00,250
2025-01-03 06:51:00,263
2025-01-03 06:52:00,244
2025-01-03 06:53:00,271
2025-01-03 06:54:00,243
2025-01-03 06:55:00,274
2025-01-03 06:56:00,270
2025-01-03 06:57:00,259
2025-01-03 06:58:00,250
2025-01-03 06:59:00,265
2025-01-03 07:00:00,276
2025-01-03 07:01:00,314
2025-01-03 07:02:00,287
2025-01-03 07:03:00,289
2025-01-03 07:04:00,342
2025-01-03 07:05:00,279
2025-01-03 07:06:00,278
2025-01-03 07:07:00,285
2025-01-03 07:08:00,243
2025-01-03 07:09:00,257
2025-01-03 07:10:00,256
2025-01-03 07:11:00,286
2025-01-03 07:12:00,266
2025-01-03 07:13:00,275
2025-01-03 07:14:00,299
2025-01-03 07:15:00,294
2025-01-03 07:16:00,269
2025-01-03 07:17:00,257
2025-01-03 07:18:00,303
2025-01-03 07:19:00,295
2025-01-03 07:20:00,236
2025-01-03 07:21:00,269
2025-01-03 07:22:00,281
2025-01-03 07:23:00,297
2025-01-03 07:24:00,301
2025-01-03 07:25:00,286
2025-01-03 07:26:00,295
2025-01-03 07:27:00,282
2025-01-03 07:28:00,264
2025-01-03 07:29:00,275
2025-01-03 07:30:00,283
2025-01-03 07:31:00,282
2025-01-03 07:32:00,237
2025-01-03 07:33:00,275
2025-01-03 07:34:00,287
2025-01-03 07:35:00,279
2025-01-03 07:36:00,280
2025-01-03 07:37:00,299
2025-01-03 07:38:00,261
2025-01-03 07:39:00,248
2025-01-03 07:40:00,281
2025-01-03 07:41:00,309
2025-01-03 07:42:00,333
2025-01-03 07:43:00,311
2025-01-03 07:44:00,255
2025-01-03 07:45:00,287
2025-01-03 07:46:00,300
2025-01-03 07:47:00,298
2025-01-03 07:48:00,308
2025-01-03 07:49:00,272
2025-01-03 07:50:00,297
2025-01-03 07:51:00,307
2025-01-03 07:52:00,318
2025-01-03 07:53:00,277
2025-01-03 07:54:00,290
2025-01-03 07:55:00,231
2025-01-03 07:56:00,284
2025-01-03 07:57:00,287
2025-01-03 07:58:00,275
2025-01-03 07:59:00,306
2025-01-03 08:00:00,1064
2025-01-03 08:01:00,246
2025-01-03 08:02:00,309
2025-01-03 08:03:00,281
2025-01-03 08:04:00,317
2025-01-03 08:05:00,273
2025-01-03 08:06:00,306
2025-01-03 08:07:00,299
2025-01-03 08:08:00,315
2025-01-03 08:09:00,311
2025-01-03 08:10:00,302
2025-01-03 08:11:00,270
2025-01-03 08:12:00,272
2025-01-03 08:13:00,295
2025-01-03 08:14:00,310
2025-01-03 08:15:00,296
2025-01-03 08:16:00,327
2025-01-03 08:17:00,305
2025-01-03 08:18:00,289
2025-01-03 08:19:00,307
2025-01-03 08:20:00,320
2025-01-03 08:21:00,323
2025-01-03 08:22:00,362
2025-01-03 08:23:00,299
2025-01-03 08:24:00,315
2025-01-03 08:25:00,328
2025-01-03 08:26:00,317
2025-01-03 08:27:00,306
2025-01-03 08:28:00,280
2025-01-03 08:29:00,307
2025-01-03 08:30:00,293
2025-01-03 08:31:00,277
2025-01-03 08:32:00,301
2025-01-03 08:33:00,295
2025-01-03 08:34:00,337
2025-01-03 08:35:00,338
2025-01-03 08:36:00,301
2025-01-03 08:37:00,317
2025-01-03 08:38:00,278
2025-01-03 08:39:00,313
2025-01-03 08:40:00,336
2025-01-03 08:41:00,347
2025-01-03 08:42:00,309
2025-01-03 08:43:00,354
2025-01-03 08:44:00,290
2025-01-03 08:45:00,297
2025-01-03 08:46:00,347
2025-01-03 08:47:00,371
2025-01-03 08:48:00,342
2025-01-03 08:49:00,329
2025-01-03 08:50:00,276
2025-01-03 08:51:00,281
2025-01-03 08:52:00,335
2025-01-03 08:53:00,324
2025-01-03 08:54:00,305
2025-01-03 08:55:00,335
2025-01-03 08:56:00,337
2025-01-03 08:57:00,358
2025-01-03 08:58:00,339
2025-01-03 08:59:00,366
2025-01-03 09:00:00,336
2025-01-03 09:01:00,334
2025-01-03 09:02:00,364
2025-01-03 09:03:00,313
2025-01-03 09:04:00,409
2025-01-03 09:05:00,348
2025-01-03 09:06:00,349
2025-01-03 09:07:00,353
2025-01-03 09:08:00,387
2025-01-03 09:09:00,360
2025-01-03 09:10:00,301
2025-01-03 09:11:00,377
2025-01-03 09:12:00,334
2025-01-03 09:13:00,345
2025-01-03 09:14:00,311
2025-01-03 09:15:00,357
2025-01-03 09:16:00,328
2025-01-03 09:17:00,347
2025-01-03 09:18:00,338
2025-01-03 09:19:00,394
2025-01-03 09:20:00,395
2025-01-03 09:21:00,348
2025-01-03 09:22:00,348
2025-01-03 09:23:00,338
2025-01-03 09:24:00,375
2025-01-03 09:25:00,340
2025-01-03 09:26:00,338
2025-01-03 09:27:00,374
2025-01-03 09:28:00,336
2025-01-03 09:29:00,349
2025-01-03 09:30:00,311
2025-01-03 09:31:00,368
2025-01-03 09:32:00,400
2025-01-03 09:33:00,370
2025-01-03 09:34:00,389
2025-01-03 09:35:00,331
2025-01-03 09:36:00,359
2025-01-03 09:37:00,330
2025-01-03 09:38:00,348
2025-01-03 09:39:00,374
2025-01-03 09:40:00,357
2025-01-03 09:41:00,320
2025-01-03 09:42:00,323
2025-01-03 09:43:00,321
2025-01-03 09:44:00,369
2025-01-03 09:45:00,408
2025-01-03 09:46:00,391
2025-01-03 09:47:00,310
2025-01-03 09:48:00,393
2025-01-03 09:49:00,382
2025-01-03 09:50:00,320
2025-01-03 09:51:00,351
2025-01-03 09:52:00,387
2025-01-03 09:53:00,374
2025-01-03 09:54:00,327
2025-01-03 09:55:00,376
2025-01-03 09:56:00,307
2025-01-03 09:57:00,356
2025-01-03 09:58:00,390
2025-01-03 09:59:00,362
2025-01-03 10:00:00,350
2025-01-03 10:01:00,385
2025-01-03 10:02:00,387
2025-01-03 10:03:00,396
2025-01-03 10:04:00,386
2025-01-03 10:05:00,391
2025-01-03 10:06:00,383
2025-01-03 10:07:00,371
2025-01-03 10:08:00,367
2025-01-03 10:09:00,360
2025-01-03 10:10:00,336
2025-01-03 10:11:00,342
2025-01-03 10:12:00,359
2025-01-03 10:13:00,373
2025-01-03 10:14:00,403
2025-01-03 10:15:00,366
2025-01-03 10:16:00,393
2025-01-03 10:17:00,395
2025-01-03 10:18:00,363
2025-01-03 10:19:00,384
2025-01-03 10:20:00,363
2025-01-03 10:21:00,402
2025-01-03 10:22:00,386
2025-01-03 10:23:00,340
2025-01-03 10:24:00,789
2025-01-03 10:25:00,412
2025-01-03 10:26:00,366
2025-01-03 10:27:00,382
2025-01-03 10:28:00,385
2025-01-03 10:29:00,346
2025-01-03 10:30:00,385
2025-01-03 10:31:00,337
2025-01-03 10:32:00,357
2025-01-03 10:33:00,400
2025-01-03 10:34:00,382
2025-01-03 10:35:00,366
2025-01-03 10:36:00,385
2025-01-03 10:37:00,372
2025-01-03 10:38:00,374
2025-01-03 10:39:00,391
2025-01-03 10:40:00,356
2025-01-03 10:41:00,376
2025-01-03 10:42:00,367
2025-01-03 10:43:00,336
2025-01-03 10:44:00,352
2025-01-03 10:45:00,415
2025-01-03 10:46:00,386
2025-01-03 10:47:00,343
2025-01-03 10:48:00,338
2025-01-03 10:49:00,374
2025-01-03 10:50:00,416
2025-01-03 10:51:00,372
2025-01-03 10:52:00,410
2025-01-03 10:53:00,386
2025-01-03 10:54:00,389
2025-01-03 10:55:00,345
2025-01-03 10:56:00,402
2025-01-03 10:57:00,370
2025-01-03 10:58:00,400
2025-01-03 10:59:00,358
2025-01-03 11:00:00,383
2025-01-03 11:01:00,388
2025-01-03 11:02:00,375
2025-01-03 11:03:00,390
2025-01-03 11:04:00,373
2025-01-03 11:05:00,364
2025-01-03 11:06:00,420
2025-01-03 11:07:00,406
2025-01-03 11:08:00,361
2025-01-03 11:09:00,395
2025-01-03 11:10:00,362
2025-01-03 11:11:00,351
2025-01-03 11:12:00,407
2025-01-03 11:13:00,338
2025-01-03 11:14:00,404
2025-01-03 11:15:00,375
2025-01-03 11:16:00,376
2025-01-03 11:17:00,392
2025-01-03 11:18:00,396
2025-01-03 11:19:00,361
2025-01-03 11:20:00,400
2025-01-03 11:21:00,385
2025-01-03 11:22:00,351
2025-01-03 11:23:00,378
2025-01-03 11:24:00,417
2025-01-03 11:25:00,424
2025-01-03 11:26:00,401
2025-01-03 11:27:00,353
2025-01-03 11:28:00,395
2025-01-03 11:29:00,404
2025-01-03 11:30:00,401
2025-01-03 11:31:00,403
2025-01-03 11:32:00,392
2025-01-03 11:33:00,382
2025-01-03 11:34:00,368
2025-01-03 11:35:00,336
2025-01-03 11:36:00,392
2025-01-03 11:37:00,388
2025-01-03 11:38:00,398
2025-01-03 11:39:00,350
2025-01-03 11:40:00,400
2025-01-03 11:41:00,435
2025-01-03 11:42:00,386
2025-01-03 11:43:00,383
2025-01-03 11:44:00,392
2025-01-03 11:45:00,435
2025-01-03 11:46:00,359
2025-01-03 11:47:00,389
2025-01-03 11:48:00,364
2025-01-03 11:49:00,371
2025-01-03 11:50:00,383
2025-01-03 11:51:00,418
2025-01-03 11:52:00,429
2025-01-03 11:53:00,396
2025-01-03 11:54:00,375
2025-01-03 11:55:00,447
2025-01-03 11:56:00,374
2025-01-03 11:57:00,370
2025-01-03 11:58:00,340
2025-01-03 11:59:00,419
2025-01-03 12:00:00,409
2025-01-03 12:01:00,445
2025-01-03 12:02:00,350
2025-01-03 12:03:00,421
2025-01-03 12:04:00,386
2025-01-03 12:05:00,405
2025-01-03 12:06:00,343
2025-01-03 12:07:00,421
2025-01-03 12:08:00,404
2025-01-03 12:09:00,383
2025-01-03 12:10:00,400
2025-01-03 12:11:00,365
2025-01-03 12:12:00,370
2025-01-03 12:13:00,373
2025-01-03 12:14:00,338
2025-01-03 12:15:00,406
2025-01-03 12:16:00,414
2025-01-03 12:17:00,367
2025-01-03 12:18:00,393
2025-01-03 12:19:00,377
2025-01-03 12:20:00,392
2025-01-03 12:21:00,368
2025-01-03 12:22:00,362
2025-01-03 12:23:00,410
2025-01-03 12:24:00,382
2025-01-03 12:25:00,434
2025-01-03 12:26:00,385
2025-01-03 12:27:00,360
2025-01-03 12:28:00,414
2025-01-03 12:29:00,399
2025-01-03 12:30:00,401
2025-01-03 12:31:00,413
2025-01-03 12:32:00,367
2025-01-03 12:33:00,380
2025-01-03 12:34:00,378
2025-01-03 12:35:00,350
2025-01-03 12:36:00,376
2025-01-03 12:37:00,416
2025-01-03 12:38:00,388
2025-01-03 12:39:00,348
2025-01-03 12:40:00,343
2025-01-03 12:41:00,423
2025-01-03 12:42:00,379
